"desc_archivo","nro_veces",,,,
,,,,,
CERTIFICACION IVA,26,,,,
,,,,,
ACTAS DESIERTO,26,,,,
,,,,,
ACTA DE PROCESO DESIERTO,26,,,,
,,,,,
SOLICITUD DE CERTIFICACION PRESUPUESTARIA,26,,,,
,,,,,
VERIFICACION EN PAC,26,,,,
,,,,,
RESOLUCI�N DE DESIERTO Y REAPERTURA,26,,,,
,,,,,
SUGERENCIA DE DESIERTO,26,,,,
,,,,,
RESOLUCION DE DECLARATORIO DESIERTO,26,,,,
,,,,,
RESOLUCI�N DECLARAR DESIERTO,26,,,,
,,,,,
PARTIDA,26,,,,
,,,,,
RESOLUCION DESIERTO PROCESO,26,,,,
,,,,,
SOLICITUD DECLARATORIA DESIERTO,25,,,,
,,,,,
RECOMENDACION,25,,,,
,,,,,
Resolucion de declaracion de desierto,25,,,,
,,,,,
Resolucion declarar desierto,25,,,,
,,,,,
RESOLUCION DECLARAR DESIERTO PROCESO,25,,,,
,,,,,
acta de apertura de ofertas,25,,,,
,,,,,
DELEGACION AB ESTRADA,25,,,,
,,,,,
CERTIFICACION PRESUPUESTARIA 1,25,,,,
,,,,,
OFERTA LIPIMEDICAL,25,,,,
,,,,,
Calificacion,25,,,,
,,,,,
EXPEDIENTE 5,25,,,,
,,,,,
CATALOGO,25,,,,
,,,,,
CHECKONLIST,25,,,,
,,,,,
INFORME DE RECOMENDACION DECLARATORIA DESIERTO,25,,,,
,,,,,
CONSOLIDACION DE PARTIDAS PRESUPUESTARIAS,25,,,,
,,,,,
DECLARATORIA PROCESO DESIERTO,25,,,,
,,,,,
CERTIFICACI�N CATE,25,,,,
,,,,,
declaracion desierto,24,,,,
,,,,,
ACTA PREGUNTAS,24,,,,
,,,,,
MINTEL,24,,,,
,,,,,
CERTIFICACI�N CAT�LOGO ELECTR�NICO,24,,,,
,,,,,
ANEXO 1 ESTUDIO DE MERCADO,24,,,,
,,,,,
DISPONIBILIDAD,24,,,,
,,,,,
OFERTA AVEIGA,24,,,,
,,,,,
CERTIFICACION PAC Y CATALOGO ELECTRONICO,24,,,,
,,,,,
ACTA APERTURA DE OFERTA,24,,,,
,,,,,
INFORME DE JUSTIFICACION,24,,,,
,,,,,
INFORME JUSTIFICATIVO,24,,,,
,,,,,
CERTIFICADO DE CATALOGO ELECTRONICO,24,,,,
,,,,,
Estudios,24,,,,
,,,,,
INFORME DE JUSTIFICACION DE LA NECESIDAD,24,,,,
,,,,,
CERTIFICACION STOCK DE BODEGA,24,,,,
,,,,,
CERTIFICADO CATE,24,,,,
,,,,,
certificaci�n presupuestaria,24,,,,
,,,,,
ACTA DE CALIFICACI�N DE OFERTAS,24,,,,
,,,,,
FE DE ERRATAS,24,,,,
,,,,,
AUTORIZACION MSP,24,,,,
,,,,,
DETERMINACION PRESUPUESTO REFERENCIAL,24,,,,
,,,,,
Resoluci�n de proceso desierto,24,,,,
,,,,,
VERIFICACION DE PAC,24,,,,
,,,,,
Oferta Ushay,24,,,,
,,,,,
RESOLUCION DE DECLARATORIA DE DESIERTO Y REAPERTURA,24,,,,
,,,,,
OFERTA SEMASOC,24,,,,
,,,,,
TERMINO DE REFERENCIA,24,,,,
,,,,,
PAP,24,,,,
,,,,,
RESOLUCION 002 DESIERTO,24,,,,
,,,,,
RESOLUCION DE INICIO DE PROCESO,24,,,,
,,,,,
RESOLUCION DECLARATORIA DESIERTO Y ARCHIVO,23,,,,
,,,,,
RESOLUCI�N DE DECLARACI�N DESIERTO,23,,,,
,,,,,
RM DESIERTO,23,,,,
,,,,,
POR RESOLUCION DA3LT-002-2010 DE LA DIRECCION,23,,,,
,,,,,
PLIEGO MFCP,23,,,,
,,,,,
RECOMENDACION DE DECLARATORIA DE DESIERTO,23,,,,
,,,,,
DOCUMENTOS VARIOS,23,,,,
,,,,,
MEMO INICIO DE PROCESO,23,,,,
,,,,,
Certificado PAC,23,,,,
,,,,,
ACTA DE APERTURA OFERTAS,23,,,,
,,,,,
MEMORANDO DE INICIO,23,,,,
,,,,,
ACTA 003,23,,,,
,,,,,
DELEGACI�N M�NICA ESTRADA,23,,,,
,,,,,
Informe de Resultados,23,,,,
,,,,,
ACTA DECLARAR DESIERTO,23,,,,
,,,,,
MEMO,23,,,,
,,,,,
ACTA DE APERTURA DE SOBRE,23,,,,
,,,,,
EXPEDIENTE PARTE 5,23,,,,
,,,,,
anexo,23,,,,
,,,,,
DELEGACION DE AB GABRIELA,23,,,,
,,,,,
certificacion pac,23,,,,
,,,,,
INFORME DE PUJA,23,,,,
,,,,,
CERTIFICACION PRESUPUESTARIA 2,23,,,,
,,,,,
INFORME DE COMISI�N T�CNICA,22,,,,
,,,,,
MEMORANDO JUSTIFICACION,22,,,,
,,,,,
ESTUDIO C�LCULO PRESUPUESTO REFERENCIAL,22,,,,
,,,,,
MEMORANDO INICIO,22,,,,
,,,,,
ESTUDIO DE MERCADO PROFORMA,22,,,,
,,,,,
JUSTIFICATIVO,22,,,,
,,,,,
DESIGNACION DE DELEGADO,22,,,,
,,,,,
Acta de calificacion,22,,,,
,,,,,
APERTURA DE SOBRES,22,,,,
,,,,,
ACTA CIERRE OFERTAS,22,,,,
,,,,,
ACTA CIERRE DE OFERTAS,22,,,,
,,,,,
ACTA CONVALIDACION ERRORES,22,,,,
,,,,,
RESOLUCI�N ADMINISTRATIVA DESIERTO,22,,,,
,,,,,
RESUMEN EJECUTIVO,22,,,,
,,,,,
SOLICITUD DE AUTORIZACION,22,,,,
,,,,,
Proforma 1,22,,,,
,,,,,
Proforma 2,22,,,,
,,,,,
VALIDACION FIRMA,22,,,,
,,,,,
SOLICITUD DE PEDIDO,22,,,,
,,,,,
oficio,22,,,,
,,,,,
ORDEN DE COMPRA,22,,,,
,,,,,
PROFORMA 4,21,,,,
,,,,,
Resolucion Proceso Desierto,21,,,,
,,,,,
RESOLUCI�N ADMINISTRATIVA DE DESIERTO,21,,,,
,,,,,
PERFIL DEL PROYECTO,21,,,,
,,,,,
RESOLUCION Y RESERVA,21,,,,
,,,,,
AUTORIZACI�N DE INICIO,21,,,,
,,,,,
Certificacion POA,21,,,,
,,,,,
CERTIFICACION PRESUPUESTARIA PRECOMPROMISO,21,,,,
,,,,,
Informe de resultados,21,,,,
,,,,,
EXPEDIENTE 6,21,,,,
,,,,,
ACTA DE DECLARAR DESIERTA,21,,,,
,,,,,
AUTORIZACION DE GASTO E INICIO,21,,,,
,,,,,
INFORME DE RECOMENDACIONES,21,,,,
,,,,,
ACTA DE NEGOCIACI�N,21,,,,
,,,,,
Informe de Recomendacion,21,,,,
,,,,,
certificacion PAC,21,,,,
,,,,,
ESTUDIO DE MERCADO COTIZACION,21,,,,
,,,,,
NOTIFICACION DELEGADO,21,,,,
,,,,,
APROBACION INFORME DE RECOMENDACION,21,,,,
,,,,,
CALCULO PRESUPUESTO,21,,,,
,,,,,
CONSOLIDACION DE ITEMS,21,,,,
,,,,,
DETERMINACION DE PRESUPUESTO REFERENCIAL,21,,,,
,,,,,
ACTA DE DECLARACION DESIERTO,21,,,,
,,,,,
DOCUMENTACION HABILITANTE,21,,,,
,,,,,
INFORME DE DESARROLLO DEL PROCESO,21,,,,
,,,,,
CERTIFICACION PAC Y CATE,21,,,,
,,,,,
ESPECIFICACIONES,21,,,,
,,,,,
JUSTIFICACION,21,,,,
,,,,,
DELEGACION,21,,,,
,,,,,
IDENTIFICACI�N DE LA NECESIDAD,21,,,,
,,,,,
DECLARACION,21,,,,
,,,,,
OFERTA2,21,,,,
,,,,,
informe de desierto,20,,,,
,,,,,
ACTA APERTURA SOBRES,20,,,,
,,,,,
AUTORIZACION INICIO PROCESO,20,,,,
,,,,,
NO HAY OFERTANTES,20,,,,
,,,,,
INFORME DE INVESTIGACION DE MERCADO,20,,,,
,,,,,
CERT POA,20,,,,
,,,,,
informe de resultados,20,,,,
,,,,,
Especificaciones Tecnicas,20,,,,
,,,,,
EXPEDIENTE 7,20,,,,
,,,,,
CERTIFICADO STOCK DE BODEGA,20,,,,
,,,,,
especificaciones tecnicas,20,,,,
,,,,,
INFORME DE RECOMENDACION DE DESIERTO Y REAPERTURA,20,,,,
,,,,,
INFORME CALIFICACION OFERTAS,20,,,,
,,,,,
ACTA DECLARATORIA DESIERTOS,20,,,,
,,,,,
NOTIFICACION DE CRONOGRAMA,20,,,,
,,,,,
NOTIFICACION CRONOGRAMA,20,,,,
,,,,,
Anexo,20,,,,
,,,,,
DETERMINACION DEL PRESUPUESTO REFERENCIAL,20,,,,
,,,,,
ESTUDIO DE MERCADO.pdf,20,,,,
,,,,,
ESTUDIO TECNICO ECONOMICO,20,,,,
,,,,,
ANEXO 2 ESTUDIO DE MERCADO,20,,,,
,,,,,
DECLARATORIO DESIERTO,20,,,,
,,,,,
ACTA PROCESO DESIERTO,20,,,,
,,,,,
OFERTA IRMA CACERES,20,,,,
,,,,,
Resolucion declaratoria de desierto,20,,,,
,,,,,
RESOLUCION_DECLARATORIA_DESIERTO,20,,,,
,,,,,
VERIFICACION_PAC,20,,,,
,,,,,
OFERTA PARTE 1,20,,,,
,,,,,
VERIFICACION EN EL PAC,20,,,,
,,,,,
PROFORMAS ESTUDIO DE MERCADO,20,,,,
,,,,,
RESOLUCION DE APROBACION,20,,,,
,,,,,
RESOLCUION DESIERTO,20,,,,
,,,,,
RESOLUCI�N DECLARATORIA DESIERTA,20,,,,
,,,,,
PROYECTO DE CONTRATO,19,,,,
,,,,,
OFICIO DEL SERCOP,19,,,,
,,,,,
OFICIO DEL AREA REQUIRENTE,19,,,,
,,,,,
PERTINENCIA,19,,,,
,,,,,
RECIBO DE OFERTAS,19,,,,
,,,,,
OFICIO DE NECESIDAD,19,,,,
,,,,,
Resoluci�n de desierto y reapertura,19,,,,
,,,,,
RESOLUCION DE REAPERTURA,19,,,,
,,,,,
Presupuesto Referencial,19,,,,
,,,,,
OFICIOS,19,,,,
,,,,,
VAE,19,,,,
,,,,,
Resoluci�n Declaraci�n Desierto,19,,,,
,,,,,
PLIEGO PDF MFCP,19,,,,
,,,,,
identificacion de la necesidad,19,,,,
,,,,,
INFORME PARA DECLARAR DESIERTO,19,,,,
,,,,,
INFORME LEGAL DE DESIERTO,19,,,,
,,,,,
ET,19,,,,
,,,,,
EVALUACION TECNICA,19,,,,
,,,,,
ESPECIFICACION TECNICA,19,,,,
,,,,,
INFORME DE DELEGADO,19,,,,
,,,,,
CERTIFICACI�N DE DISPONIBILIDAD PRESUPUESTARIA,19,,,,
,,,,,
Informe de Recomendaci�n,19,,,,
,,,,,
INFORME DE RECOMENDACI�N DESIERTO,19,,,,
,,,,,
CERTIFICADO DE VERIFICACION DE CPC Y CATALOGO ELECTRONICO,19,,,,
,,,,,
anexo oferta importec,19,,,,
,,,,,
ACTA COMISION TECNICA,19,,,,
,,,,,
EVALUACION LEGAL,19,,,,
,,,,,
Acta de Calificacion,18,,,,
,,,,,
DECLARATORIA DE DESIERTA,18,,,,
,,,,,
INFORME DECLARACION DESIERTO,18,,,,
,,,,,
INFORME DEL PROCEDIMIENTO,18,,,,
,,,,,
DOCUMENTACION GENERAL DEL PROCESEO,18,,,,
,,,,,
acata desierto,18,,,,
,,,,,
ANEXO PRESUPUESTO REFERENCIAL,18,,,,
,,,,,
INFORME DE PROCESO,18,,,,
,,,,,
CONSTANCIA CATALOGO,18,,,,
,,,,,
DELEGADO DE LA MAXIMA AUTORIDAD,18,,,,
,,,,,
ESTUDIO PARA LA CONTRATACION,18,,,,
,,,,,
ACTA DE CONVALIDACI�N,18,,,,
,,,,,
ACTA DE EVALUACION,18,,,,
,,,,,
INFORME DE CONTROL DE CALIDAD,18,,,,
,,,,,
ACTA APERTURA OFERTA,18,,,,
,,,,,
DELEGADO,18,,,,
,,,,,
Informe de recomendacion,18,,,,
,,,,,
INFORME RECOMENDACION DE DESIERTO,18,,,,
,,,,,
ACTA CIERRE RECEPCION OFERTAS,18,,,,
,,,,,
ACTA CALIFICACI�N,18,,,,
,,,,,
METODOLOGIA CALCULO PRESUPUESTO REFERENCIAL,18,,,,
,,,,,
VERIFICACION DEL PAC,18,,,,
,,,,,
RESOLUCION DE DECLARATORIA DESIERTO Y REAPERTURA,18,,,,
,,,,,
resolucion declaracion desierto,18,,,,
,,,,,
RESOLUCI�N ADMINISTRATIVA,18,,,,
,,,,,
SOLICITUD CERTIFICACION PRESUPUESTARIA,18,,,,
,,,,,
RESOLUCION DECLARATORIA PROCEDIMIENTO DESIERTO,18,,,,
,,,,,
PARTIDA CONSOLIDADA,17,,,,
,,,,,
OFERTA PROSEIN,17,,,,
,,,,,
OFICIOS SERCOP,17,,,,
,,,,,
Proforma 3,17,,,,
,,,,,
OFERTA PARTE 2,17,,,,
,,,,,
PARTE 2,17,,,,
,,,,,
T�rminos de Referencia,17,,,,
,,,,,
RESOLUCI�N DE RATIFICACI�N,17,,,,
,,,,,
Resolucion de Inicio,17,,,,
,,,,,
Resolucion proceso desierto,17,,,,
,,,,,
Proformas,17,,,,
,,,,,
RECLAMO,17,,,,
,,,,,
RESOLUCION CANCELACION,17,,,,
,,,,,
PLIEGO USHAY,17,,,,
,,,,,
RESOLUCION DELEGACION ABG GABRIELA RODRIGUEZ,17,,,,
,,,,,
Declaratoria Desierta,17,,,,
,,,,,
ANALIS PRECIO,17,,,,
,,,,,
ACTA 3 APERTURA DE OFERTAS,17,,,,
,,,,,
CALCULO AL PRESUPUESTO REFERENCIAL,17,,,,
,,,,,
EXPEDIENTE 8,17,,,,
,,,,,
CPC NO RESTRINGIDO,17,,,,
,,,,,
FORMULARIO DE REQUERIMIENTO,17,,,,
,,,,,
OFERTA GANADORA,17,,,,
,,,,,
a�os anteriores,17,,,,
,,,,,
INFORME CALIFICACION DE OFERTAS,17,,,,
,,,,,
DECLARACI�N DESIERTO,17,,,,
,,,,,
CERTIFICADO PAC Y CATE,17,,,,
,,,,,
Acta apertura de ofertas,17,,,,
,,,,,
INFORME JUSTIFICACION NECESIDAD,17,,,,
,,,,,
INFORME PROCEDIMIENTO,17,,,,
,,,,,
INFORME DE RECOMENDACION DECLARATORIA DE DESIERTO,17,,,,
,,,,,
MEMORANDO INICIO DE PROCESO,17,,,,
,,,,,
OFERTA 6,17,,,,
,,,,,
Certificaciones presupuestarias,17,,,,
,,,,,
OFERTA CISCO JUDICATURA,17,,,,
,,,,,
CONSOLIDACI�N PRESUPUESTARIA,17,,,,
,,,,,
DELEGACION TECNICA,17,,,,
,,,,,
ANEXOS ESTUDIO DE MERCADO,17,,,,
,,,,,
Informe tecnico,17,,,,
,,,,,
AUTORIZACION DECLARATORIA DESIERTO,17,,,,
,,,,,
AUTORIZACION INICIO Y GASTO,17,,,,
,,,,,
CERTIFICACION LINEA POA,17,,,,
,,,,,
ESTUDIO DE MERCADO Y OFERTAS,17,,,,
,,,,,
AUTORIZACI�N INICIO DE PROCESO,17,,,,
,,,,,
INFORME DE CALIFICACION DE OFERTAS,17,,,,
,,,,,
ACTA DE RESPUESTAS Y ACLARACIONES,17,,,,
,,,,,
Especificaciones t�cnicas,16,,,,
,,,,,
INFORME DE RESULTADO,16,,,,
,,,,,
anexo oferta technology assistance,16,,,,
,,,,,
Acta de preguntas respuestas y aclaraciones,16,,,,
,,,,,
CIERRE DE OFERTAS,16,,,,
,,,,,
ACTA No 2 PREGUNTAS RESPUESTAS Y ACLARACIONES,16,,,,
,,,,,
Acta de farmacolog�a,16,,,,
,,,,,
ACTA DE EVALUACION Y CALIFICACION,16,,,,
,,,,,
ACCION PERSONAL,16,,,,
,,,,,
acta de preguntas,16,,,,
,,,,,
CERTIFICADO CATALOGO,16,,,,
,,,,,
ACTA APERTURA Y CONVALIDACION,16,,,,
,,,,,
ESTUDIO DE MERCADO PARA LA DEFINICION DEL PRESUPUESTO REFERENCIAL,16,,,,
,,,,,
ACTA DE CANCELACION,16,,,,
,,,,,
INFORME FINAL DE DESARROLLO Y RECOMENDACION,16,,,,
,,,,,
CONVALIDACION,16,,,,
,,,,,
INFORME DE RESULTADOS DEL PROCESO,16,,,,
,,,,,
CALCULO DEL PRESUPUESTO,16,,,,
,,,,,
Calificacion ofertas 2,16,,,,
,,,,,
INFORME DECLARAR DESIERTO,16,,,,
,,,,,
INFORME DE CALIFICACI�N,16,,,,
,,,,,
INFORME DE RECOMENDACION DE DESIERTO Y ARCHIVO,16,,,,
,,,,,
ACTA DE APERTURA DE SOBRES Y CONVALIDACION DE ERRORES,16,,,,
,,,,,
ESTUDIO DE FACTIBILIDAD,16,,,,
,,,,,
CONSOLIDACION ITEMS,16,,,,
,,,,,
EXPEDIENTE PARTE 6,16,,,,
,,,,,
CONVALIDACION DE ERRORES,16,,,,
,,,,,
EXPERIENCIA,16,,,,
,,,,,
INFORME DEL PRESUPUESTO REFERENCIAL,16,,,,
,,,,,
APROBACION DE PLIEGOS,16,,,,
,,,,,
RESOLUCION DE DECIERTO,16,,,,
,,,,,
RESOLUCI�N DECLARATORIO DESIERTO,16,,,,
,,,,,
RESOLUCION PAC,16,,,,
,,,,,
pap,16,,,,
,,,,,
Resoluci�n Proceso Desierto,16,,,,
,,,,,
resolucion de declaracion de desierto,16,,,,
,,,,,
RESOLUCI�N 1,16,,,,
,,,,,
SOLICITUD DE DISPONIBILIDAD,16,,,,
,,,,,
RES DESIERTO,16,,,,
,,,,,
VISTO BUENO,16,,,,
,,,,,
REQUERIMIENTO TECNICO,16,,,,
,,,,,
SOLICITUD DE CERTIFICACIONES,16,,,,
,,,,,
SUBPROYECTO,15,,,,
,,,,,
RESOLUCION DE DECLARACION PROCESO DESIERTO,15,,,,
,,,,,
Resolucion Declaracion Desierto,15,,,,
,,,,,
RESOLUCI�N DECLARANDO DESIERTO,15,,,,
,,,,,
RESOLUCION No 054-2021,15,,,,
,,,,,
Partidas Consolidadas,15,,,,
,,,,,
VERIFICACION DE ACCIONISTAS,15,,,,
,,,,,
VERIFICACION CPC,15,,,,
,,,,,
RESOL-DESIERTO,15,,,,
,,,,,
OFERTA T�CNICA,15,,,,
,,,,,
solicitud de resolucion,15,,,,
,,,,,
RESOLUCION DECLARATORIA DESIERTO Y REAPERTURA,15,,,,
,,,,,
RESOLUCION DECLARATORIA DE DESIERTO Y REAPERTURA,15,,,,
,,,,,
SUGERENCIA DESIERTO Y ARCHIVO,15,,,,
,,,,,
RESUMEN DE PUJA,15,,,,
,,,,,
RESOLUCI�N 3,15,,,,
,,,,,
RESOLUCI�N INICIO,15,,,,
,,,,,
RECOMENDACI�N DECLARATORIA DESIERTO,15,,,,
,,,,,
RESOLUCI�N DE DECLARATORIA PROCESO DESIERTO,15,,,,
,,,,,
Resolucion desierta,15,,,,
,,,,,
INFORME_RECOMENDACION,15,,,,
,,,,,
INF DE DETERMINACION DE PRESUPUESTO,15,,,,
,,,,,
Calculo Referencial,15,,,,
,,,,,
Acta de preguntas,15,,,,
,,,,,
ACTA DE FARMACOTERAPIA,15,,,,
,,,,,
CALCULO DE PRESUPUESTO,15,,,,
,,,,,
AN�LISIS DE PRECIOS,15,,,,
,,,,,
NOTIFICACION,15,,,,
,,,,,
Calificacion ofertas 3,15,,,,
,,,,,
ACTA DE APROBACION DE PLIEGOS,15,,,,
,,,,,
AUTORIZACI�N DE GASTO,15,,,,
,,,,,
HABILITANTES,15,,,,
,,,,,
ACTA DE CALIFICACI�N DE PROCESOS 001 A 032,15,,,,
,,,,,
EPR,15,,,,
,,,,,
CERTIFICACION DE CPC NO RESTRINGIDO,15,,,,
,,,,,
DISPONIBILIDAD DE FONDOS,15,,,,
,,,,,
INFORME DETERMINACION PRESUPUESTO REFERENCIAL,15,,,,
,,,,,
INFORME DE EVALUACI�N DE OFERTAS,15,,,,
,,,,,
CERTIFICACION DE EXISTENCIA EN EL PAC,15,,,,
,,,,,
disponibilidad presupuestaria,15,,,,
,,,,,
ESTUDIO DE PRESUPUESTO,15,,,,
,,,,,
ESTUDIO CALCULO DEL PRESUPUESTO REFERENCIAL,15,,,,
,,,,,
ACTA DE RECOMENDACION DE DESIERTO,15,,,,
,,,,,
EXISTENCIA PAC,15,,,,
,,,,,
APERTURA,15,,,,
,,,,,
CERTIFICACION PRESUPUESTARIA PLURIANUAL,15,,,,
,,,,,
memorando,15,,,,
,,,,,
Autorizado,15,,,,
,,,,,
CV,15,,,,
,,,,,
informe tecnico,15,,,,
,,,,,
ADMINISTRADOR DE CONTRATO,15,,,,
,,,,,
Calificacion ofertas1,15,,,,
,,,,,
ACTA DE DECLARATORIA DE PROCEDIMIENTO DESIERTO,15,,,,
,,,,,
INFORME JUSTIFICATIVO DE PRESUPUESTO REFERENCIAL,15,,,,
,,,,,
ACTA DE PREGUNTAS RESPUESTAS ACLARACIONES,15,,,,
,,,,,
INFORME DE LA COMISI�N T�CNICA,15,,,,
,,,,,
acta de convalidacion,15,,,,
,,,,,
INFORME JUSTIFICATIVO DEL PRESUPUESTO REFERENCIAL,15,,,,
,,,,,
ESTUDIO ECON�MICO,15,,,,
,,,,,
CERTIFICACION DE CATALOGO,15,,,,
,,,,,
EXPEDIENTE 9,15,,,,
,,,,,
ESTUDIO PARA DETERMINAR EL PRESUPUESTO REFERENCIAL,15,,,,
,,,,,
EXPEDIENTE 10,15,,,,
,,,,,
ACTA No 3 APERTURA DE OFERTAS,15,,,,
,,,,,
Estudios Previos,15,,,,
,,,,,
Autorizaci�n,15,,,,
,,,,,
Acta de desierto,14,,,,
,,,,,
ACTA 003 APERTURA,14,,,,
,,,,,
acta 2,14,,,,
,,,,,
CONDICIONES GENERALES DEL CONTRATO,14,,,,
,,,,,
ACTA DE DESIGNACION,14,,,,
,,,,,
ACTA CALIFICACION OFERTAS,14,,,,
,,,,,
DESIGNACION DE RESPONSABLES,14,,,,
,,,,,
EXPEDIENTE PARTE 8,14,,,,
,,,,,
EXPEDIENTE PARTE 7,14,,,,
,,,,,
AUTORIZACI�N DE INICIO DE PROCESO,14,,,,
,,,,,
CERTIFICACION PARTIDA PRESUPUESTARIA,14,,,,
,,,,,
informe de recomendaci�n,14,,,,
,,,,,
CALCULO MONTO REFERENCIAL,14,,,,
,,,,,
ANEXO ESTUDIO MERCADO,14,,,,
,,,,,
AUTORIZACION SERCOP,14,,,,
,,,,,
INFORME FINAL COMISION TECNICA,14,,,,
,,,,,
CERTIFICACION DE BODEGA,14,,,,
,,,,,
EXPEDIENTE 11,14,,,,
,,,,,
ANEXO ACTA DE APERTURA,14,,,,
,,,,,
INFORME VIABILIDAD,14,,,,
,,,,,
declaracion de desierto,14,,,,
,,,,,
MEMORANDO DECLARATORIA DESIERTO,14,,,,
,,,,,
INFORME DE PROCEDIMIENTO,14,,,,
,,,,,
IDENTIFICACI�N DE NECESIDAD,14,,,,
,,,,,
INFORME DE DELEGADO DE GERENCIA,14,,,,
,,,,,
AUTORIZACI�N,14,,,,
,,,,,
OFERTA 9,14,,,,
,,,,,
ESTUDIO DEL MERCADO,14,,,,
,,,,,
CERTIFICADO DE EXISTENCIAS,14,,,,
,,,,,
COMPROBANTE ENTREGA DE OFERTAS,14,,,,
,,,,,
Certificado CPC,14,,,,
,,,,,
MEMO DECLARATORIA DESIERTO,14,,,,
,,,,,
ACTA DE CIERRE DE PRESENTACION DE OFERTAS,14,,,,
,,,,,
acta apertura de ofertas,14,,,,
,,,,,
INFORME DE RESULTADOS DE PUJA,14,,,,
,,,,,
CERT CATE,14,,,,
,,,,,
documentos suspensi�n y supervisi�n,14,,,,
,,,,,
NO HEBER OFERTAS DE LOS PROVEEDORES,14,,,,
,,,,,
CPC,14,,,,
,,,,,
INFORME DE RECOMENDACION DE DECLARATORIA DESIERTO,14,,,,
,,,,,
SOLICITUD DE DECLARATORIA DESIERTO,14,,,,
,,,,,
Resoluci�n de declaratoria desierto,14,,,,
,,,,,
RESOLUCION PROCEDIMIENTO DESIERTO,14,,,,
,,,,,
Resoluci�n declaratoria de procedimiento desierto,14,,,,
,,,,,
RESOLUCI�N 2,14,,,,
,,,,,
"Resoluci�n, declaratoria desierto",14,,,
,,,,,
RESOLUCION DESIERTO ARCHIVO,14,,,,
,,,,,
RESOLUCI�N DE DECLARACI�N DESIERTA,14,,,,
,,,,,
OFERTA T�CNICA CRUZ PATRICA ANEXO,14,,,,
,,,,,
PLIEGO EN USHAY,14,,,,
,,,,,
RESERVA DE RECURSO,14,,,,
,,,,,
RESOLUCION ADMINISTRATIVA DE DECLARATORIA DE DESIERTO,14,,,,
,,,,,
Resolucion de inicio,14,,,,
,,,,,
OFICIO MINTEL,14,,,,
,,,,,
Resolucion_desierto,14,,,,
,,,,,
Resoluci�n declaraci�n desierto,14,,,,
,,,,,
Presupuesto referencial,14,,,,
,,,,,
OFERTA PARTE 3,14,,,,
,,,,,
RESOLUCION DESIERTO.pdf,14,,,,
,,,,,
VERIFICACION UE,14,,,,
,,,,,
RESOLUCION DE DECLARACION DE PROCESO DESIERTO,14,,,,
,,,,,
OFICIO CONVALIDACION,14,,,,
,,,,,
resolucion declaratoria de desierto,14,,,,
,,,,,
SOLICITUD DESIERTO Y ARCHIVO,14,,,,
,,,,,
RESOLUCION MOTIVADA DESIERTO,13,,,,
,,,,,
Oficio SERCOP,13,,,,
,,,,,
resolucion 008.pdf,13,,,,
,,,,,
OFERTAS ELECTR�NICAS,13,,,,
,,,,,
Resolucion de desierto y reapertura,13,,,,
,,,,,
OFERTA PLASTILIMPIO,13,,,,
,,,,,
VERIFICACION ACUERDOS,13,,,,
,,,,,
RESOLUCION 020 DECLARAR DESIERTO,13,,,,
,,,,,
RECEPCI�N DE OFERTAS,13,,,,
,,,,,
Resolucion de Declaratoria Desierto,13,,,,
,,,,,
RECIBO DE OFERTA,13,,,,
,,,,,
RESOLUCION DELEGACION,13,,,,
,,,,,
Resolucion de declaratoria desierto,13,,,,
,,,,,
OFICIO Y RESERVA,13,,,,
,,,,,
Resoluci�n Desierta,13,,,,
,,,,,
PAC Y CATALOGO,13,,,,
,,,,,
ACTA_APERTURA,13,,,,
,,,,,
Certificaciones Presupuestarias,13,,,,
,,,,,
ACTA DE CIERRE RECEPCION DE OFERTAS,13,,,,
,,,,,
Informe de desierto,13,,,,
,,,,,
CERTIFICADO STOCK BODEGA,13,,,,
,,,,,
ACTA 2 CIERRE DE RECEPCION DE OFERTAS,13,,,,
,,,,,
INFORME JUSTIFICACION,13,,,,
,,,,,
MEMO DE INICIO DE PROCESO,13,,,,
,,,,,
CERTIFICACI�N CATALOGO ELECTR�NICO,13,,,,
,,,,,
ESTUDIO DE MERCADO ANEXOS,13,,,,
,,,,,
OFERTA 12,13,,,,
,,,,,
CONVENIO,13,,,,
,,,,,
ACTA DE RECEPCION DE OFERTA,13,,,,
,,,,,
DECLARATORIA DESIERTO PROCESO,13,,,,
,,,,,
DOC HABILITANTES,13,,,,
,,,,,
ESTUDIOS DE MERCADO,13,,,,
,,,,,
ACTA DE APERTURA Y CALIFICACION,13,,,,
,,,,,
Acta de apertura de oferta,13,,,,
,,,,,
cuadro comparativo,13,,,,
,,,,,
ACTA DE ACLARACIONES,13,,,,
,,,,,
APROBACION MINTEL,13,,,,
,,,,,
catalogo,13,,,,
,,,,,
CERTIFICACI�N PAPP,13,,,,
,,,,,
ESTUDIO DE MERCADO ANEXO,13,,,,
,,,,,
OFERTA 15,13,,,,
,,,,,
DETERMINACION DEL PRESUPUESTO,13,,,,
,,,,,
AUTORIZACION PARA DECLARAR DESIERTO,13,,,,
,,,,,
ACTA DE APERTURA DE OFERTAS Y CONVALIDACION DE ERRORES,13,,,,
,,,,,
CERTIFICACI�N CATALOGO,13,,,,
,,,,,
iess-dg-2019-0001-c_MONTOS DE CONTRATACION.pdf,13,,,,
,,,,,
CERTIFICACION BODEGA,13,,,,
,,,,,
ACTA DE DECLARACION DE PROCESO DESIERTO,13,,,,
,,,,,
